"Mass","formula","element_comp","class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
315.2177011,"C17H32O5","CHO","aliphatic",1.88,0.29,-0.0345,-1.2941,17,32,5,0,0,0
315.2540987,"C18H36O4","CHO","aliphatic",2,0.22,-0.0625,-1.5556,18,36,4,0,0,0
316.0099201,"C14H7O8N1","CHON","condensed_arom",0.5,0.57,0.7778,0.8571,14,7,8,1,0,0
316.0108817,"C15H11O3N1S2","CHONS","aromatic",0.73,0.2,0.619,0.1333,15,11,3,1,2,0
316.0211701,"C13H7O7N3","CHON","condensed_arom",0.54,0.54,0.8462,1.2308,13,7,7,3,0,0
316.0309327,"C11H11O10N1","CHON","unsaturated/lignin",1,0.91,0.2,1.0909,11,11,10,1,0,0
316.031173,"C11H11O10N1","CHON","unsaturated/lignin",1,0.91,0.2,1.0909,11,11,10,1,0,0
316.0463008,"C15H11O7N1","CHON","aromatic",0.73,0.47,0.619,0.4,15,11,7,1,0,0
316.0674158,"C12H15O9N1","CHON","unsaturated/lignin",1.25,0.75,0.0769,0.5,12,15,9,1,0,0
316.0803939,"C9H20O9N1P1","CHONP","aliphatic",2.22,1,-2.2,0.1111,9,20,9,1,0,1
316.0826708,"C16H15O6N1","CHON","aromatic",0.94,0.38,0.5,0,16,15,6,1,0,0
316.1038028,"C13H19O8N1","CHON","unsaturated/lignin",1.46,0.62,0,0,13,19,8,1,0,0
316.1150174,"C12H19O7N3","CHON","aliphatic",1.58,0.58,-0.2727,0.3333,12,19,7,3,0,0
316.1190984,"C17H19O5N1","CHON","unsaturated/lignin",1.12,0.29,0.4074,-0.3529,17,19,5,1,0,0
316.1514029,"C13H23O6N3","CHON","aliphatic",1.77,0.46,-0.2857,-0.1538,13,23,6,3,0,0
316.1765726,"C15H27O6N1","CHON","aliphatic",1.8,0.4,-0.0909,-0.8,15,27,6,1,0,0
316.1878054,"C14H27O5N3","CHON","aliphatic",1.93,0.36,-0.2941,-0.5714,14,27,5,3,0,0
316.2129704,"C16H31O5N1","CHON","aliphatic",1.94,0.31,-0.12,-1.125,16,31,5,1,0,0
316.9096151,"C8H3O6N2S2P1","CHONSP","condensed_arom",0.38,0.75,Inf,2.375,8,3,6,2,2,1
316.9760528,"C14H6O7S1","CHOS","condensed_arom",0.43,0.5,0.7895,0.7143,14,6,7,0,1,0
316.9939558,"C14H6O9","CHO","condensed_arom",0.43,0.64,0.7895,0.8571,14,6,9,0,0,0
316.9974123,"C11H10O9S1","CHOS","unsaturated/lignin",0.91,0.82,0.2727,0.9091,11,10,9,0,1,0
317.0066675,"C22H6O1S1","CHOS","condensed_arom",0.27,0.05,0.9024,-0.0909,22,6,1,0,1,0
317.0120652,"C17H7O3N2P1","CHONP","condensed_arom",0.41,0.18,0.92,0.2941,17,7,3,2,0,1
317.015055,"C11H10O11","CHO","unsaturated/lignin",0.91,1,0.2727,1.0909,11,10,11,0,0,0
317.0303263,"C15H10O8","CHO","aromatic",0.67,0.53,0.6364,0.4,15,10,8,0,0,0
317.0336774,"C12H14O8S1","CHOS","unsaturated/lignin",1.17,0.67,0.1429,0.3333,12,14,8,0,1,0
317.0408095,"C16H15O3S1P1","CHOSP","aromatic",0.94,0.19,0.52,-0.4375,16,15,3,0,1,1
317.0514243,"C12H14O10","CHO","unsaturated/lignin",1.17,0.83,0.1429,0.5,12,14,10,0,0,0
317.0546774,"C9H18O10S1","CHOS","aliphatic",2,1.11,-1.6667,0.4444,9,18,10,0,1,0
317.060743,"C23H10O2","CHO","condensed_arom",0.43,0.09,0.8182,-0.2609,23,10,2,0,0,0
317.0643318,"C9H19O10P1","CHOP","aliphatic",2.11,1.11,-1.6667,0.1111,9,19,10,0,0,1
317.0666868,"C16H14O7","CHO","aromatic",0.88,0.44,0.52,0,16,14,7,0,0,0
317.070057,"C13H18O7S1","CHOS","unsaturated/lignin",1.38,0.54,0.0588,-0.1538,13,18,7,0,1,0
317.0739274,"C10H14O8N4","CHON","unsaturated/lignin",1.4,0.8,-1,1.4,10,14,8,4,0,0
317.0770508,"C17H19O2S1P1","CHOSP","unsaturated/lignin",1.12,0.12,0.4286,-0.7647,17,19,2,0,1,1
317.0772632,"C17H19O2S1P1","CHOSP","unsaturated/lignin",1.12,0.12,0.4286,-0.7647,17,19,2,0,1,1
317.0878192,"C13H18O9","CHO","unsaturated/lignin",1.38,0.69,0.0588,0,13,18,9,0,0,0
317.0885591,"C14H22O4S2","CHOS","aliphatic",1.57,0.29,0,-0.7143,14,22,4,0,2,0
317.0990068,"C12H18O8N2","CHON","aliphatic",1.5,0.67,-0.1667,0.3333,12,18,8,2,0,0
317.1030549,"C17H18O6","CHO","unsaturated/lignin",1.06,0.35,0.4286,-0.3529,17,18,6,0,0,0
317.1044611,"C18H14O2N4","CHON","condensed_arom",0.78,0.11,0.6923,0.1111,18,14,2,4,0,0
317.1063778,"C14H22O6S1","CHOS","aliphatic",1.57,0.43,0,-0.5714,14,22,6,0,1,0
317.114429,"C16H18O5N2","CHON","unsaturated/lignin",1.12,0.31,0.3913,-0.125,16,18,5,2,0,0
317.1216715,"C18H22O3S1","CHOS","unsaturated/lignin",1.22,0.17,0.3548,-0.7778,18,22,3,0,1,0
317.1242116,"C14H22O8","CHO","aliphatic",1.57,0.57,0,-0.4286,14,22,8,0,0,0
317.1354366,"C13H22O7N2","CHON","aliphatic",1.69,0.54,-0.2,-0.1538,13,22,7,2,0,0
317.1394432,"C18H22O5","CHO","unsaturated/lignin",1.22,0.28,0.3548,-0.6667,18,22,5,0,0,0
317.1427891,"C15H26O5S1","CHOS","aliphatic",1.73,0.33,-0.0435,-0.9333,15,26,5,0,1,0
317.1605843,"C15H26O7","CHO","aliphatic",1.73,0.47,-0.0435,-0.8,15,26,7,0,0,0
317.1758495,"C19H26O4","CHO","unsaturated/lignin",1.37,0.21,0.2941,-0.9474,19,26,4,0,0,0
317.1887787,"C16H31O4P1","CHOP","aliphatic",1.94,0.25,-0.0769,-1.4375,16,31,4,0,0,1
317.1969574,"C16H30O6","CHO","aliphatic",1.88,0.38,-0.0769,-1.125,16,30,6,0,0,0
317.2333608,"C17H34O5","CHO","aliphatic",2,0.29,-0.1034,-1.4118,17,34,5,0,0,0
318.001795,"C21H5O1N1S1","CHONS","condensed_arom",0.24,0.05,0.9459,0.0952,21,5,1,1,1,0
318.0255738,"C14H9O8N1","CHON","condensed_arom",0.64,0.57,0.6667,0.7143,14,9,8,1,0,0
318.0368256,"C13H9O7N3","CHON","condensed_arom",0.69,0.54,0.6923,1.0769,13,9,7,3,0,0
318.0466826,"C11H13O10N1","CHON","unsaturated/lignin",1.18,0.91,0,0.9091,11,13,10,1,0,0
318.0619256,"C15H13O7N1","CHON","aromatic",0.87,0.47,0.5238,0.2667,15,13,7,1,0,0
318.0629465,"C16H17O2N1S2","CHONS","unsaturated/lignin",1.06,0.12,0.4167,-0.375,16,17,2,1,2,0
318.0830996,"C12H17O9N1","CHON","unsaturated/lignin",1.42,0.75,-0.0769,0.3333,12,17,9,1,0,0
318.0983092,"C16H17O6N1","CHON","unsaturated/lignin",1.06,0.38,0.4167,-0.125,16,17,6,1,0,0
318.1113499,"C13H22O6N1P1","CHONP","aliphatic",1.69,0.46,-0.125,-0.5385,13,22,6,1,0,1
318.1194746,"C13H21O8N1","CHON","aliphatic",1.62,0.62,-0.125,-0.1538,13,21,8,1,0,0
318.1346572,"C17H21O5N1","CHON","unsaturated/lignin",1.24,0.29,0.3333,-0.4706,17,21,5,1,0,0
318.1558416,"C14H25O7N1","CHON","aliphatic",1.79,0.5,-0.1579,-0.5714,14,25,7,1,0,0
318.1670649,"C13H25O6N3","CHON","aliphatic",1.92,0.46,-0.4286,-0.3077,13,25,6,3,0,0
318.2286467,"C16H33O5N1","CHON","aliphatic",2.06,0.31,-0.2,-1.25,16,33,5,1,0,0
318.9860015,"C10H9O10P1","CHOP","unsaturated/lignin",0.9,1,0.25,1.1,10,9,10,0,0,1
318.9991072,"C8H8O8N4S1","CHONS","condensed_arom",1,1,2,2.75,8,8,8,4,1,0
319.0071159,"C18H8O4S1","CHOS","condensed_arom",0.44,0.22,0.8,0.1111,18,8,4,0,1,0
319.0095879,"C14H8O9","CHO","condensed_arom",0.57,0.64,0.6842,0.7143,14,8,9,0,0,0
319.0128047,"C11H12O9S1","CHOS","unsaturated/lignin",1.09,0.82,0.0909,0.7273,11,12,9,0,1,0
319.0200427,"C15H13O4S1P1","CHOSP","aromatic",0.87,0.27,0.5455,-0.2,15,13,4,0,1,1
319.0208841,"C13H8O8N2","CHON","condensed_arom",0.62,0.62,0.7143,1.0769,13,8,8,2,0,0
319.0277171,"C17H9O3N2P1","CHONP","condensed_arom",0.53,0.18,0.84,0.1765,17,9,3,2,0,1
319.0279007,"C17H9O3N2P1","CHONP","condensed_arom",0.53,0.18,0.84,0.1765,17,9,3,2,0,1
319.0307075,"C11H12O11","CHO","unsaturated/lignin",1.09,1,0.0909,0.9091,11,12,11,0,0,0
319.0434808,"C19H12O3S1","CHOS","condensed_arom",0.63,0.16,0.697,-0.2105,19,12,3,0,1,0
319.0459825,"C15H12O8","CHO","aromatic",0.8,0.53,0.5455,0.2667,15,12,8,0,0,0
319.0493189,"C12H16O8S1","CHOS","unsaturated/lignin",1.33,0.67,0,0.1667,12,16,8,0,1,0
319.0561837,"C16H17O3S1P1","CHOSP","unsaturated/lignin",1.06,0.19,0.44,-0.5625,16,17,3,0,1,1
319.0573167,"C14H12O7N2","CHON","aromatic",0.86,0.5,0.5294,0.5714,14,12,7,2,0,0
319.0612523,"C19H12O5","CHO","condensed_arom",0.63,0.26,0.697,-0.1053,19,12,5,0,0,0
319.0670876,"C12H16O10","CHO","unsaturated/lignin",1.33,0.83,0,0.3333,12,16,10,0,0,0
319.0703324,"C9H20O10S1","CHOS","aliphatic",2.22,1.11,-2,0.2222,9,20,10,0,1,0
319.070514,"C9H20O10S1","CHOS","aliphatic",2.22,1.11,-2,0.2222,9,20,10,0,1,0
319.0823549,"C16H16O7","CHO","unsaturated/lignin",1,0.44,0.44,-0.125,16,16,7,0,0,0
319.085692,"C13H20O7S1","CHOS","aliphatic",1.54,0.54,-0.0588,-0.3077,13,20,7,0,1,0
319.0936971,"C15H16O6N2","CHON","unsaturated/lignin",1.07,0.4,0.4,0.1333,15,16,6,2,0,0
319.1034723,"C13H20O9","CHO","aliphatic",1.54,0.69,-0.0588,-0.1538,13,20,9,0,0,0
319.1162873,"C21H20O1S1","CHOS","aromatic",0.95,0.05,0.5385,-0.7619,21,20,1,0,1,0
319.1187099,"C17H20O6","CHO","unsaturated/lignin",1.18,0.35,0.3571,-0.4706,17,20,6,0,0,0
319.1220998,"C14H24O6S1","CHOS","aliphatic",1.71,0.43,-0.1,-0.7143,14,24,6,0,1,0
319.1398655,"C14H24O8","CHO","aliphatic",1.71,0.57,-0.1,-0.5714,14,24,8,0,0,0
319.1510751,"C13H24O7N2","CHON","aliphatic",1.85,0.54,-0.3333,-0.3077,13,24,7,2,0,0
319.1550972,"C18H24O5","CHO","unsaturated/lignin",1.33,0.28,0.2903,-0.7778,18,24,5,0,0,0
319.1583955,"C15H28O5S1","CHOS","aliphatic",1.87,0.33,-0.1304,-1.0667,15,28,5,0,1,0
319.1762386,"C15H28O7","CHO","aliphatic",1.87,0.47,-0.1304,-0.9333,15,28,7,0,0,0
319.1915052,"C19H28O4","CHO","unsaturated/lignin",1.47,0.21,0.2353,-1.0526,19,28,4,0,0,0
319.1948022,"C16H32O4S1","CHOS","aliphatic",2,0.25,-0.1538,-1.375,16,32,4,0,1,0
319.2045186,"C16H33O4P1","CHOP","aliphatic",2.06,0.25,-0.1538,-1.5625,16,33,4,0,0,1
319.2126007,"C16H32O6","CHO","aliphatic",2,0.38,-0.1538,-1.25,16,32,6,0,0,0
319.231262,"C17H36O3S1","CHOS","aliphatic",2.12,0.18,-0.1724,-1.6471,17,36,3,0,1,0
319.2349859,"C14H32O4N4","CHON","aliphatic",2.29,0.29,-0.625,-0.8571,14,32,4,4,0,0
319.2351574,"C14H32O4N4","CHON","aliphatic",2.29,0.29,-0.625,-0.8571,14,32,4,4,0,0
320.0048224,"C13H7O9N1","CHON","condensed_arom",0.54,0.69,0.7333,1.0769,13,7,9,1,0,0
320.0176434,"C10H12O9N1P1","CHONP","unsaturated/lignin",1.2,0.9,-0.1429,0.9,10,12,9,1,0,1
320.0412009,"C14H11O8N1","CHON","aromatic",0.79,0.57,0.5556,0.5714,14,11,8,1,0,0
320.0524589,"C13H11O7N3","CHON","aromatic",0.85,0.54,0.5385,0.9231,13,11,7,3,0,0
320.062394,"C11H15O10N1","CHON","unsaturated/lignin",1.36,0.91,-0.2,0.7273,11,15,10,1,0,0
320.0776126,"C15H15O7N1","CHON","unsaturated/lignin",1,0.47,0.4286,0.1333,15,15,7,1,0,0
320.0808939,"C12H19O7N1S1","CHONS","aliphatic",1.58,0.58,-0.2308,0,12,19,7,1,1,0
320.0987418,"C12H19O9N1","CHON","aliphatic",1.58,0.75,-0.2308,0.1667,12,19,9,1,0,0
320.1140019,"C16H19O6N1","CHON","unsaturated/lignin",1.19,0.38,0.3333,-0.25,16,19,6,1,0,0
320.125178,"C15H19O5N3","CHON","unsaturated/lignin",1.27,0.33,0.2632,0,15,19,5,3,0,0
320.135109,"C13H23O8N1","CHON","aliphatic",1.77,0.62,-0.25,-0.3077,13,23,8,1,0,0
320.1502979,"C17H23O5N1","CHON","unsaturated/lignin",1.35,0.29,0.2593,-0.5882,17,23,5,1,0,0
320.1615238,"C16H23O4N3","CHON","unsaturated/lignin",1.44,0.25,0.1818,-0.375,16,23,4,3,0,0
320.1715011,"C14H27O7N1","CHON","aliphatic",1.93,0.5,-0.2632,-0.7143,14,27,7,1,0,0
320.2442885,"C16H35O5N1","CHON","aliphatic",2.19,0.31,-0.28,-1.375,16,35,5,1,0,0
320.9888269,"C13H6O10","CHO","condensed_arom",0.46,0.77,0.75,1.0769,13,6,10,0,0,0
320.9959927,"C17H7O5P1","CHOP","condensed_arom",0.41,0.29,0.8519,0.1765,17,7,5,0,0,1
321.0017149,"C10H11O10P1","CHOP","unsaturated/lignin",1.1,1,0,0.9,10,11,10,0,0,1
321.0071323,"C16H7O4N2P1","CHONP","condensed_arom",0.44,0.25,0.9091,0.4375,16,7,4,2,0,1
321.0099213,"C10H10O12","CHO","unsaturated/lignin",1,1.2,0,1.4,10,10,12,0,0,0
321.0145707,"C18H11O2S1P1","CHOSP","condensed_arom",0.61,0.11,0.7333,-0.2778,18,11,2,0,1,1
321.0147805,"C8H10O8N4S1","CHONS","condensed_arom",1.25,1,3,2.5,8,10,8,4,1,0
321.0194487,"C21H6O4","CHO","condensed_arom",0.29,0.19,0.8947,0.0952,21,6,4,0,0,0
321.0227718,"C18H10O4S1","CHOS","condensed_arom",0.56,0.22,0.7333,0,18,10,4,0,1,0
321.0252085,"C14H10O9","CHO","aromatic",0.71,0.64,0.5789,0.5714,14,10,9,0,0,0
321.0365319,"C13H10O8N2","CHON","aromatic",0.77,0.62,0.5714,0.9231,13,10,8,2,0,0
321.0404319,"C18H10O6","CHO","condensed_arom",0.56,0.33,0.7333,0.1111,18,10,6,0,0,0
321.0433437,"C17H11O3N2P1","CHONP","condensed_arom",0.65,0.18,0.76,0.0588,17,11,3,2,0,1
321.0435548,"C17H11O3N2P1","CHONP","condensed_arom",0.65,0.18,0.76,0.0588,17,11,3,2,0,1
321.0437386,"C15H14O6S1","CHOS","unsaturated/lignin",0.93,0.4,0.4545,0,15,14,6,0,1,0
321.0463598,"C11H14O11","CHO","unsaturated/lignin",1.27,1,-0.0909,0.7273,11,14,11,0,0,0
321.0507133,"C19H15O1S1P1","CHOSP","aromatic",0.79,0.05,0.6364,-0.5789,19,15,1,0,1,1
321.0591802,"C19H14O3S1","CHOS","aromatic",0.74,0.16,0.6364,-0.3158,19,14,3,0,1,0
321.0616217,"C15H14O8","CHO","unsaturated/lignin",0.93,0.53,0.4545,0.1333,15,14,8,0,0,0
321.0649665,"C12H18O8S1","CHOS","aliphatic",1.5,0.67,-0.1429,0,12,18,8,0,1,0
321.0728975,"C14H14O7N2","CHON","unsaturated/lignin",1,0.5,0.4118,0.4286,14,14,7,2,0,0
321.0759188,"C13H15O4N4P1","CHONP","unsaturated/lignin",1.15,0.31,0.3333,0.3846,13,15,4,4,0,1
321.0827253,"C12H18O10","CHO","aliphatic",1.5,0.83,-0.1429,0.1667,12,18,10,0,0,0
321.0898407,"C16H19O5P1","CHOP","unsaturated/lignin",1.19,0.31,0.36,-0.5625,16,19,5,0,0,1
321.0980102,"C16H18O7","CHO","unsaturated/lignin",1.12,0.44,0.36,-0.25,16,18,7,0,0,0
321.0993667,"C17H14O3N4","CHON","aromatic",0.82,0.18,0.6522,0.2353,17,14,3,4,0,0
321.1013742,"C13H22O7S1","CHOS","aliphatic",1.69,0.54,-0.1765,-0.4615,13,22,7,0,1,0
321.1093191,"C15H18O6N2","CHON","unsaturated/lignin",1.2,0.4,0.3,0,15,18,6,2,0,0
321.1125984,"C12H22O6N2S1","CHONS","aliphatic",1.83,0.5,-0.5,-0.1667,12,22,6,2,1,0
321.1191249,"C13H22O9","CHO","aliphatic",1.69,0.69,-0.1765,-0.3077,13,22,9,0,0,0
321.1343788,"C17H22O6","CHO","unsaturated/lignin",1.29,0.35,0.2857,-0.5882,17,22,6,0,0,0
321.1377205,"C14H26O6S1","CHOS","aliphatic",1.86,0.43,-0.2,-0.8571,14,26,6,0,1,0
321.1530594,"C18H26O3S1","CHOS","unsaturated/lignin",1.44,0.17,0.2258,-1,18,26,3,0,1,0
321.1555234,"C14H26O8","CHO","aliphatic",1.86,0.57,-0.2,-0.7143,14,26,8,0,0,0
321.1707628,"C18H26O5","CHO","unsaturated/lignin",1.44,0.28,0.2258,-0.8889,18,26,5,0,0,0
321.1741119,"C15H30O5S1","CHOS","aliphatic",2,0.33,-0.2174,-1.2,15,30,5,0,1,0
321.1919038,"C15H30O7","CHO","aliphatic",2,0.47,-0.2174,-1.0667,15,30,7,0,0,0
321.2071444,"C19H30O4","CHO","aliphatic",1.58,0.21,0.1765,-1.1579,19,30,4,0,0,0
321.2105116,"C16H34O4S1","CHOS","aliphatic",2.12,0.25,-0.2308,-1.5,16,34,4,0,1,0
321.2201727,"C16H35O4P1","CHOP","aliphatic",2.19,0.25,-0.2308,-1.6875,16,35,4,0,0,1
322.0145207,"C20H5O4N1","CHON","condensed_arom",0.25,0.2,0.9412,0.3,20,5,4,1,0,0
322.0171876,"C9H13O6N3S2","CHONS","unsaturated/lignin",1.44,0.67,-3,1.3333,9,13,6,3,2,0
322.0204622,"C13H9O9N1","CHON","aromatic",0.69,0.69,0.6,0.9231,13,9,9,1,0,0
322.0356402,"C17H9O6N1","CHON","condensed_arom",0.53,0.35,0.7692,0.3529,17,9,6,1,0,0
322.0416315,"C10H13O11N1","CHON","unsaturated/lignin",1.3,1.1,-0.4286,1.2,10,13,11,1,0,0
322.0419845,"C13H14O3N3S1P1","CHONSP","unsaturated/lignin",1.08,0.23,0.3846,0.2308,13,14,3,3,1,1
322.056868,"C14H13O8N1","CHON","unsaturated/lignin",0.93,0.57,0.4444,0.4286,14,13,8,1,0,0
322.0679756,"C13H13O7N3","CHON","unsaturated/lignin",1,0.54,0.3846,0.7692,13,13,7,3,0,0
322.0779942,"C11H17O10N1","CHON","aliphatic",1.55,0.91,-0.4,0.5455,11,17,10,1,0,0
322.1144049,"C12H21O9N1","CHON","aliphatic",1.75,0.75,-0.3846,0,12,21,9,1,0,0
322.1296117,"C16H21O6N1","CHON","unsaturated/lignin",1.31,0.38,0.25,-0.375,16,21,6,1,0,0
322.1330924,"C13H25O6N1S1","CHONS","aliphatic",1.92,0.46,-0.375,-0.6154,13,25,6,1,1,0
322.1408447,"C15H21O5N3","CHON","unsaturated/lignin",1.4,0.33,0.1579,-0.1333,15,21,5,3,0,0
322.1508207,"C13H25O8N1","CHON","aliphatic",1.92,0.62,-0.375,-0.4615,13,25,8,1,0,0
322.1620228,"C12H25O7N3","CHON","aliphatic",2.08,0.58,-0.8182,-0.1667,12,25,7,3,0,0
322.166011,"C17H25O5N1","CHON","unsaturated/lignin",1.47,0.29,0.1852,-0.7059,17,25,5,1,0,0
322.1871987,"C14H29O7N1","CHON","aliphatic",2.07,0.5,-0.3684,-0.8571,14,29,7,1,0,0
322.9681249,"C12H4O11","CHO","condensed_arom",0.33,0.92,0.8462,1.5,12,4,11,0,0,0
322.9866918,"C13H8O8S1","CHOS","aromatic",0.62,0.62,0.625,0.7692,13,8,8,0,1,0
322.9868705,"C13H8O8S1","CHOS","aromatic",0.62,0.62,0.625,0.7692,13,8,8,0,1,0
323.0044771,"C13H8O10","CHO","aromatic",0.62,0.77,0.625,0.9231,13,8,10,0,0,0
323.0091491,"C11H8O6N4S1","CHONS","condensed_arom",0.73,0.55,0.6667,1.6364,11,8,6,4,1,0
323.0158318,"C12H8O9N2","CHON","aromatic",0.67,0.75,0.6364,1.3333,12,8,9,2,0,0
323.0174185,"C10H13O10P1","CHOP","unsaturated/lignin",1.3,1,-0.25,0.7,10,13,10,0,0,1
323.0197698,"C17H8O7","CHO","condensed_arom",0.47,0.41,0.7778,0.3529,17,8,7,0,0,0
323.0226013,"C16H9O4N2P1","CHONP","condensed_arom",0.56,0.25,0.8182,0.3125,16,9,4,2,0,1
323.0293653,"C10H17O4N2S2P1","CHONSP","aliphatic",1.7,0.4,-1,0.1,10,17,4,2,2,1
323.0295425,"C10H17O4N2S2P1","CHONSP","aliphatic",1.7,0.4,-1,0.1,10,17,4,2,2,1
323.0299604,"C18H13O2S1P1","CHOSP","condensed_arom",0.72,0.11,0.6667,-0.3889,18,13,2,0,1,1
323.0302209,"C18H13O2S1P1","CHOSP","condensed_arom",0.72,0.11,0.6667,-0.3889,18,13,2,0,1,1
323.0304042,"C18H13O2S1P1","CHOSP","condensed_arom",0.72,0.11,0.6667,-0.3889,18,13,2,0,1,1
323.0350282,"C21H8O4","CHO","condensed_arom",0.38,0.19,0.8421,0,21,8,4,0,0,0
323.0376995,"C10H16O6N2S2","CHONS","aliphatic",1.6,0.6,-1,0.6,10,16,6,2,2,0
323.0408414,"C14H12O9","CHO","unsaturated/lignin",0.86,0.64,0.4737,0.4286,14,12,9,0,0,0
323.0521285,"C13H12O8N2","CHON","unsaturated/lignin",0.92,0.62,0.4286,0.7692,13,12,8,2,0,0
323.0561153,"C18H12O6","CHO","condensed_arom",0.67,0.33,0.6667,0,18,12,6,0,0,0
323.0590302,"C17H13O3N2P1","CHONP","condensed_arom",0.76,0.18,0.68,-0.0588,17,13,3,2,0,1
323.066736,"C19H17O1S1P1","CHOSP","aromatic",0.89,0.05,0.5758,-0.6842,19,17,1,0,1,1
323.0691511,"C15H17O6P1","CHOP","unsaturated/lignin",1.13,0.4,0.3636,-0.3333,15,17,6,0,0,1
323.0772423,"C15H16O8","CHO","unsaturated/lignin",1.07,0.53,0.3636,0,15,16,8,0,0,0
323.07849,"C16H12O4N4","CHON","condensed_arom",0.75,0.25,0.7,0.5,16,12,4,4,0,0
323.0805814,"C12H20O8S1","CHOS","aliphatic",1.67,0.67,-0.2857,-0.1667,12,20,8,0,1,0
323.0885016,"C14H16O7N2","CHON","unsaturated/lignin",1.14,0.5,0.2941,0.2857,14,16,7,2,0,0
323.0902906,"C12H21O8P1","CHOP","aliphatic",1.75,0.67,-0.2857,-0.4167,12,21,8,0,0,1
323.0924118,"C19H16O5","CHO","aromatic",0.84,0.26,0.5758,-0.3158,19,16,5,0,0,0
323.0925782,"C19H16O5","CHO","aromatic",0.84,0.26,0.5758,-0.3158,19,16,5,0,0,0
323.0983631,"C12H20O10","CHO","aliphatic",1.67,0.83,-0.2857,0,12,20,10,0,0,0
323.0998205,"C13H16O6N4","CHON","unsaturated/lignin",1.23,0.46,0.1667,0.6154,13,16,6,4,0,0
323.1096473,"C11H20O9N2","CHON","aliphatic",1.82,0.82,-0.7778,0.3636,11,20,9,2,0,0
323.1136473,"C16H20O7","CHO","unsaturated/lignin",1.25,0.44,0.28,-0.375,16,20,7,0,0,0
323.1148638,"C17H16O3N4","CHON","aromatic",0.94,0.18,0.5652,0.1176,17,16,3,4,0,0
323.11697,"C13H24O7S1","CHOS","aliphatic",1.85,0.54,-0.2941,-0.6154,13,24,7,0,1,0
323.1249327,"C15H20O6N2","CHON","unsaturated/lignin",1.33,0.4,0.2,-0.1333,15,20,6,2,0,0
323.134754,"C13H24O9","CHO","aliphatic",1.85,0.69,-0.2941,-0.4615,13,24,9,0,0,0
323.1377835,"C12H25O6N2P1","CHONP","aliphatic",2.08,0.5,-0.6667,-0.5833,12,25,6,2,0,1
323.1500218,"C17H24O6","CHO","unsaturated/lignin",1.41,0.35,0.2143,-0.7059,17,24,6,0,0,0
323.1533516,"C14H28O6S1","CHOS","aliphatic",2,0.43,-0.3,-1,14,28,6,0,1,0
323.1571969,"C11H24O7N4","CHON","aliphatic",2.18,0.64,-1.5714,0.1818,11,24,7,4,0,0
323.1612545,"C16H24O5N2","CHON","aliphatic",1.5,0.31,0.1304,-0.5,16,24,5,2,0,0
323.1686352,"C18H28O3S1","CHOS","aliphatic",1.56,0.17,0.1613,-1.1111,18,28,3,0,1,0
323.1864009,"C18H28O5","CHO","aliphatic",1.56,0.28,0.1613,-1,18,28,5,0,0,0
323.1897766,"C15H32O5S1","CHOS","aliphatic",2.13,0.33,-0.3043,-1.3333,15,32,5,0,1,0
323.1994423,"C15H33O5P1","CHOP","aliphatic",2.2,0.33,-0.3043,-1.5333,15,33,5,0,0,1
323.2187769,"C14H32O6N2","CHON","aliphatic",2.29,0.43,-0.5556,-1,14,32,6,2,0,0
323.2227844,"C19H32O4","CHO","aliphatic",1.68,0.21,0.1176,-1.2632,19,32,4,0,0,0
323.9601397,"C7H7O8N3S2","CHONS","condensed_arom",1,1.14,1.5,3.1429,7,7,8,3,2,0
323.9997717,"C12H7O10N1","CHON","condensed_arom",0.58,0.83,0.6667,1.3333,12,7,10,1,0,0
324.014941,"C16H7O7N1","CHON","condensed_arom",0.44,0.44,0.8261,0.625,16,7,7,1,0,0
324.036137,"C13H11O9N1","CHON","unsaturated/lignin",0.85,0.69,0.4667,0.7692,13,11,9,1,0,0
324.0473426,"C12H11O8N3","CHON","unsaturated/lignin",0.92,0.67,0.4,1.1667,12,11,8,3,0,0
324.0487923,"C21H11O1N1S1","CHONS","condensed_arom",0.52,0.05,0.7838,-0.1905,21,11,1,1,1,0
324.0513531,"C17H11O6N1","CHON","condensed_arom",0.65,0.35,0.6923,0.2353,17,11,6,1,0,0
324.0572163,"C10H15O11N1","CHON","aliphatic",1.5,1.1,-0.7143,1,10,15,11,1,0,0
324.0837467,"C13H15O7N3","CHON","unsaturated/lignin",1.15,0.54,0.2308,0.6154,13,15,7,3,0,0
324.1088676,"C15H19O7N1","CHON","unsaturated/lignin",1.27,0.47,0.2381,-0.1333,15,19,7,1,0,0
324.1201113,"C14H19O6N3","CHON","unsaturated/lignin",1.36,0.43,0.125,0.1429,14,19,6,3,0,0
324.1274711,"C16H23O4N1S1","CHONS","unsaturated/lignin",1.44,0.25,0.1667,-0.625,16,23,4,1,1,0
324.1300624,"C12H23O9N1","CHON","aliphatic",1.92,0.75,-0.5385,-0.1667,12,23,9,1,0,0
324.1452709,"C16H23O6N1","CHON","unsaturated/lignin",1.44,0.38,0.1667,-0.5,16,23,6,1,0,0
324.1565424,"C15H23O5N3","CHON","aliphatic",1.53,0.33,0.0526,-0.2667,15,23,5,3,0,0
324.1590428,"C14H32O1N1S2P1","CHONSP","aliphatic",2.29,0.07,-0.4737,-1.6429,14,32,1,1,2,1
324.1664306,"C13H27O8N1","CHON","aliphatic",2.08,0.62,-0.5,-0.6154,13,27,8,1,0,0
